newick	colless	sackin	cophenetic	qi	cherries	automorphisms
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),(*,(*,((*,*),(*,(*,*))))));	44	92	202	2874	4	16
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),(*,((*,*),(*,(*,(*,*))))));	43	91	198	2883	4	16
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),(*,((*,*),((*,*),(*,*)))));	40	90	196	2886	5	64
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),(*,((*,(*,*)),(*,(*,*)))));	40	90	195	2892	4	32
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),((*,*),(*,(*,(*,(*,*))))));	42	90	193	2895	4	16
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),((*,*),(*,((*,*),(*,*)))));	39	89	191	2898	5	64
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),((*,*),((*,*),(*,(*,*)))));	38	88	188	2904	5	32
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),((*,(*,*)),(*,(*,(*,*)))));	38	88	186	2919	4	16
((*,(*,(*,((*,*),(*,(*,(*,(*,*)))))))),((*,(*,*)),((*,*),(*,*))));	35	87	184	2922	5	64
((*,(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))),(*,(*,((*,*),(*,*)))));	50	96	233	2523	4	32
((*,(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))),(*,((*,*),(*,(*,*)))));	49	95	230	2529	4	16
((*,(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))),((*,*),(*,(*,(*,*)))));	48	94	226	2538	4	16
((*,(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))),((*,*),((*,*),(*,*))));	45	93	224	2541	5	64
((*,(*,(*,((*,*),(*,(*,(*,(*,(*,*))))))))),((*,(*,*)),(*,(*,*))));	45	93	223	2547	4	32
((*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))))),(*,((*,*),(*,*))));	57	101	277	2046	4	32
((*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,*)))))))))),((*,*),(*,(*,*))));	56	100	274	2052	4	16
((*,(*,(*,((*,*),(*,(*,(*,(*,(*,(*,(*,*))))))))))),((*,*),(*,*)));	66	108	337	1491	4	32
((*,(*,(*,((*,*),(*,(*,(*,(*,((*,*),(*,*)))))))))),((*,*),(*,*)));	63	107	335	1494	5	128
((*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,*))))))))),(*,((*,*),(*,*))));	54	100	275	2049	5	128
((*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,*))))))))),((*,*),(*,(*,*))));	53	99	272	2055	5	64
((*,(*,(*,((*,*),(*,(*,(*,((*,*),(*,(*,*)))))))))),((*,*),(*,*)));	62	106	332	1500	5	64
((*,(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))),(*,(*,((*,*),(*,*)))));	47	95	231	2526	5	128
((*,(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))),(*,((*,*),(*,(*,*)))));	46	94	228	2532	5	64
((*,(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))),((*,*),(*,(*,(*,*)))));	45	93	224	2541	5	64
((*,(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))),((*,*),((*,*),(*,*))));	42	92	222	2544	6	256
((*,(*,(*,((*,*),(*,(*,((*,*),(*,*)))))))),((*,(*,*)),(*,(*,*))));	42	92	221	2550	5	128
((*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,*))))))))),(*,((*,*),(*,*))));	53	99	272	2055	5	64
((*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,*))))))))),((*,*),(*,(*,*))));	52	98	269	2061	5	32
((*,(*,(*,((*,*),(*,(*,((*,*),(*,(*,(*,*)))))))))),((*,*),(*,*)));	61	105	328	1509	5	64
((*,(*,(*,((*,*),(*,(*,((*,*),((*,*),(*,*))))))))),((*,*),(*,*)));	58	104	326	1512	6	256
((*,(*,(*,((*,*),(*,(*,((*,(*,*)),(*,(*,*))))))))),((*,*),(*,*)));	58	104	325	1518	5	128
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),(*,(*,((*,*),(*,(*,*))))));	41	91	200	2877	5	64
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),(*,((*,*),(*,(*,(*,*))))));	40	90	196	2886	5	64
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),(*,((*,*),((*,*),(*,*)))));	37	89	194	2889	6	256
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),(*,((*,(*,*)),(*,(*,*)))));	37	89	193	2895	5	128
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),((*,*),(*,(*,(*,(*,*))))));	39	89	191	2898	5	64
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),((*,*),(*,((*,*),(*,*)))));	36	88	189	2901	6	256
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),((*,*),((*,*),(*,(*,*)))));	35	87	186	2907	6	128
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),((*,(*,*)),(*,(*,(*,*)))));	35	87	184	2922	5	64
((*,(*,(*,((*,*),(*,((*,*),(*,*))))))),((*,(*,*)),((*,*),(*,*))));	32	86	182	2925	6	256
((*,(*,(*,((*,*),(*,((*,*),(*,(*,*)))))))),(*,(*,((*,*),(*,*)))));	46	94	228	2532	5	64
((*,(*,(*,((*,*),(*,((*,*),(*,(*,*)))))))),(*,((*,*),(*,(*,*)))));	45	93	225	2538	5	32
((*,(*,(*,((*,*),(*,((*,*),(*,(*,*)))))))),((*,*),(*,(*,(*,*)))));	44	92	221	2547	5	32
((*,(*,(*,((*,*),(*,((*,*),(*,(*,*)))))))),((*,*),((*,*),(*,*))));	41	91	219	2550	6	128
((*,(*,(*,((*,*),(*,((*,*),(*,(*,*)))))))),((*,(*,*)),(*,(*,*))));	41	91	218	2556	5	64
((*,(*,(*,((*,*),(*,((*,*),(*,(*,(*,*))))))))),(*,((*,*),(*,*))));	52	98	268	2064	5	64
((*,(*,(*,((*,*),(*,((*,*),(*,(*,(*,*))))))))),((*,*),(*,(*,*))));	51	97	265	2070	5	32
((*,(*,(*,((*,*),(*,((*,*),(*,(*,(*,(*,*)))))))))),((*,*),(*,*)));	60	104	323	1521	5	64
((*,(*,(*,((*,*),(*,((*,*),(*,((*,*),(*,*))))))))),((*,*),(*,*)));	57	103	321	1524	6	256
((*,(*,(*,((*,*),(*,((*,*),((*,*),(*,*)))))))),(*,((*,*),(*,*))));	49	97	266	2067	6	256
((*,(*,(*,((*,*),(*,((*,*),((*,*),(*,*)))))))),((*,*),(*,(*,*))));	48	96	263	2073	6	128
((*,(*,(*,((*,*),(*,((*,*),((*,*),(*,(*,*))))))))),((*,*),(*,*)));	56	102	318	1530	6	128
((*,(*,(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))))),(*,((*,*),(*,*))));	49	97	265	2073	5	128
((*,(*,(*,((*,*),(*,((*,(*,*)),(*,(*,*)))))))),((*,*),(*,(*,*))));	48	96	262	2079	5	64
((*,(*,(*,((*,*),(*,((*,(*,*)),(*,(*,(*,*))))))))),((*,*),(*,*)));	56	102	316	1545	5	64
((*,(*,(*,((*,*),(*,((*,(*,*)),((*,*),(*,*)))))))),((*,*),(*,*)));	53	101	314	1548	6	256
((*,(*,(*,((*,*),((*,*),(*,*)))))),(*,(*,((*,*),(*,(*,(*,*)))))));	37	89	184	3063	5	64
((*,(*,(*,((*,*),((*,*),(*,*)))))),(*,(*,((*,*),((*,*),(*,*))))));	34	88	182	3066	6	256
((*,(*,(*,((*,*),((*,*),(*,*)))))),(*,(*,((*,(*,*)),(*,(*,*))))));	34	88	181	3072	5	128
((*,(*,(*,((*,*),((*,*),(*,*)))))),(*,((*,*),(*,(*,(*,(*,*)))))));	36	88	179	3075	5	64
((*,(*,(*,((*,*),((*,*),(*,*)))))),(*,((*,*),(*,((*,*),(*,*))))));	33	87	177	3078	6	256
((*,(*,(*,((*,*),((*,*),(*,*)))))),(*,((*,*),((*,*),(*,(*,*))))));	32	86	174	3084	6	128
((*,(*,(*,((*,*),((*,*),(*,*)))))),(*,((*,(*,*)),(*,(*,(*,*))))));	32	86	172	3099	5	64
((*,(*,(*,((*,*),((*,*),(*,*)))))),(*,((*,(*,*)),((*,*),(*,*)))));	29	85	170	3102	6	256
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,*),(*,(*,(*,(*,(*,*)))))));	35	87	173	3090	5	64
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,*),(*,(*,((*,*),(*,*))))));	32	86	171	3093	6	256
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,*),(*,((*,*),(*,(*,*))))));	31	85	168	3099	6	128
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,*),((*,*),(*,(*,(*,*))))));	30	84	164	3108	6	128
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,*),((*,*),((*,*),(*,*)))));	27	83	162	3111	7	512
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,*),((*,(*,*)),(*,(*,*)))));	27	83	161	3117	6	256
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,(*,*)),(*,(*,(*,(*,*))))));	30	84	161	3135	5	64
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,(*,*)),(*,((*,*),(*,*)))));	27	83	159	3138	6	256
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,(*,*)),((*,*),(*,(*,*)))));	26	82	156	3144	6	128
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,(*,(*,*))),(*,(*,(*,*)))));	27	83	157	3153	5	128
((*,(*,(*,((*,*),((*,*),(*,*)))))),((*,(*,(*,*))),((*,*),(*,*))));	24	82	155	3156	6	256
((*,(*,(*,((*,*),((*,*),(*,*)))))),(((*,*),(*,*)),((*,*),(*,*))));	21	81	153	3159	7	2048
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),(*,(*,((*,*),(*,(*,*))))));	40	90	197	2883	5	32
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),(*,((*,*),(*,(*,(*,*))))));	39	89	193	2892	5	32
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),(*,((*,*),((*,*),(*,*)))));	36	88	191	2895	6	128
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),(*,((*,(*,*)),(*,(*,*)))));	36	88	190	2901	5	64
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),((*,*),(*,(*,(*,(*,*))))));	38	88	188	2904	5	32
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),((*,*),(*,((*,*),(*,*)))));	35	87	186	2907	6	128
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),((*,*),((*,*),(*,(*,*)))));	34	86	183	2913	6	64
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),((*,(*,*)),(*,(*,(*,*)))));	34	86	181	2928	5	32
((*,(*,(*,((*,*),((*,*),(*,(*,*))))))),((*,(*,*)),((*,*),(*,*))));	31	85	179	2931	6	128
((*,(*,(*,((*,*),((*,*),(*,(*,(*,*)))))))),(*,(*,((*,*),(*,*)))));	45	93	224	2541	5	64
((*,(*,(*,((*,*),((*,*),(*,(*,(*,*)))))))),(*,((*,*),(*,(*,*)))));	44	92	221	2547	5	32
((*,(*,(*,((*,*),((*,*),(*,(*,(*,*)))))))),((*,*),(*,(*,(*,*)))));	43	91	217	2556	5	32
((*,(*,(*,((*,*),((*,*),(*,(*,(*,*)))))))),((*,*),((*,*),(*,*))));	40	90	215	2559	6	128
((*,(*,(*,((*,*),((*,*),(*,(*,(*,*)))))))),((*,(*,*)),(*,(*,*))));	40	90	214	2565	5	64
((*,(*,(*,((*,*),((*,*),(*,(*,(*,(*,*))))))))),(*,((*,*),(*,*))));	51	97	263	2076	5	64
((*,(*,(*,((*,*),((*,*),(*,(*,(*,(*,*))))))))),((*,*),(*,(*,*))));	50	96	260	2082	5	32
((*,(*,(*,((*,*),((*,*),(*,(*,(*,(*,(*,*)))))))))),((*,*),(*,*)));	59	103	317	1536	5	64
((*,(*,(*,((*,*),((*,*),(*,(*,((*,*),(*,*))))))))),((*,*),(*,*)));	56	102	315	1539	6	256
((*,(*,(*,((*,*),((*,*),(*,((*,*),(*,*)))))))),(*,((*,*),(*,*))));	48	96	261	2079	6	256
((*,(*,(*,((*,*),((*,*),(*,((*,*),(*,*)))))))),((*,*),(*,(*,*))));	47	95	258	2085	6	128
((*,(*,(*,((*,*),((*,*),(*,((*,*),(*,(*,*))))))))),((*,*),(*,*)));	55	101	312	1545	6	128
((*,(*,(*,((*,*),((*,*),((*,*),(*,*))))))),(*,(*,((*,*),(*,*)))));	42	92	222	2544	6	256
((*,(*,(*,((*,*),((*,*),((*,*),(*,*))))))),(*,((*,*),(*,(*,*)))));	41	91	219	2550	6	128
((*,(*,(*,((*,*),((*,*),((*,*),(*,*))))))),((*,*),(*,(*,(*,*)))));	40	90	215	2559	6	128
((*,(*,(*,((*,*),((*,*),((*,*),(*,*))))))),((*,*),((*,*),(*,*))));	37	89	213	2562	7	512
((*,(*,(*,((*,*),((*,*),((*,*),(*,*))))))),((*,(*,*)),(*,(*,*))));	37	89	212	2568	6	256
((*,(*,(*,((*,*),((*,*),((*,*),(*,(*,*)))))))),(*,((*,*),(*,*))));	47	95	258	2085	6	128
((*,(*,(*,((*,*),((*,*),((*,*),(*,(*,*)))))))),((*,*),(*,(*,*))));	46	94	255	2091	6	64
((*,(*,(*,((*,*),((*,*),((*,*),(*,(*,(*,*))))))))),((*,*),(*,*)));	54	100	308	1554	6	128
((*,(*,(*,((*,*),((*,*),((*,*),((*,*),(*,*)))))))),((*,*),(*,*)));	51	99	306	1557	7	512
((*,(*,(*,((*,*),((*,*),((*,(*,*)),(*,(*,*)))))))),((*,*),(*,*)));	51	99	305	1563	6	256
((*,(*,(*,((*,*),((*,(*,*)),(*,(*,*))))))),(*,(*,((*,*),(*,*)))));	42	92	221	2550	5	128
((*,(*,(*,((*,*),((*,(*,*)),(*,(*,*))))))),(*,((*,*),(*,(*,*)))));	41	91	218	2556	5	64
((*,(*,(*,((*,*),((*,(*,*)),(*,(*,*))))))),((*,*),(*,(*,(*,*)))));	40	90	214	2565	5	64
((*,(*,(*,((*,*),((*,(*,*)),(*,(*,*))))))),((*,*),((*,*),(*,*))));	37	89	212	2568	6	256
((*,(*,(*,((*,*),((*,(*,*)),(*,(*,*))))))),((*,(*,*)),(*,(*,*))));	37	89	211	2574	5	128
((*,(*,(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))))),(*,((*,*),(*,*))));	47	95	256	2100	5	64
((*,(*,(*,((*,*),((*,(*,*)),(*,(*,(*,*)))))))),((*,*),(*,(*,*))));	46	94	253	2106	5	32
((*,(*,(*,((*,*),((*,(*,*)),(*,(*,(*,(*,*))))))))),((*,*),(*,*)));	54	100	305	1581	5	64
((*,(*,(*,((*,*),((*,(*,*)),(*,((*,*),(*,*)))))))),((*,*),(*,*)));	51	99	303	1584	6	256
((*,(*,(*,((*,*),((*,(*,*)),((*,*),(*,*))))))),(*,((*,*),(*,*))));	44	94	254	2103	6	256
((*,(*,(*,((*,*),((*,(*,*)),((*,*),(*,*))))))),((*,*),(*,(*,*))));	43	93	251	2109	6	128
((*,(*,(*,((*,*),((*,(*,*)),((*,*),(*,(*,*)))))))),((*,*),(*,*)));	50	98	300	1590	6	128
((*,(*,(*,((*,*),((*,(*,(*,*))),(*,(*,(*,*)))))))),((*,*),(*,*)));	51	99	301	1599	5	128
((*,(*,(*,((*,*),((*,(*,(*,*))),((*,*),(*,*))))))),((*,*),(*,*)));	48	98	299	1602	6	256
((*,(*,(*,((*,*),(((*,*),(*,*)),((*,*),(*,*))))))),((*,*),(*,*)));	45	97	297	1605	7	2048
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(*,(*,((*,*),(*,(*,(*,*)))))));	37	89	183	3069	4	32
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(*,(*,((*,*),((*,*),(*,*))))));	34	88	181	3072	5	128
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(*,(*,((*,(*,*)),(*,(*,*))))));	34	88	180	3078	4	64
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(*,((*,*),(*,(*,(*,(*,*)))))));	36	88	178	3081	4	32
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(*,((*,*),(*,((*,*),(*,*))))));	33	87	176	3084	5	128
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(*,((*,*),((*,*),(*,(*,*))))));	32	86	173	3090	5	64
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(*,((*,(*,*)),(*,(*,(*,*))))));	32	86	171	3105	4	32
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(*,((*,(*,*)),((*,*),(*,*)))));	29	85	169	3108	5	128
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,*),(*,(*,(*,(*,(*,*)))))));	35	87	172	3096	4	32
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,*),(*,(*,((*,*),(*,*))))));	32	86	170	3099	5	128
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,*),(*,((*,*),(*,(*,*))))));	31	85	167	3105	5	64
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,*),((*,*),(*,(*,(*,*))))));	30	84	163	3114	5	64
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,*),((*,*),((*,*),(*,*)))));	27	83	161	3117	6	256
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,*),((*,(*,*)),(*,(*,*)))));	27	83	160	3123	5	128
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,(*,*)),(*,(*,(*,(*,*))))));	30	84	160	3141	4	32
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,(*,*)),(*,((*,*),(*,*)))));	27	83	158	3144	5	128
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,(*,*)),((*,*),(*,(*,*)))));	26	82	155	3150	5	64
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,(*,(*,*))),(*,(*,(*,*)))));	27	83	156	3159	4	64
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),((*,(*,(*,*))),((*,*),(*,*))));	24	82	154	3162	5	128
((*,(*,(*,((*,(*,*)),(*,(*,*)))))),(((*,*),(*,*)),((*,*),(*,*))));	21	81	152	3165	6	1024
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),(*,(*,((*,*),(*,(*,*))))));	40	90	195	2898	4	16
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),(*,((*,*),(*,(*,(*,*))))));	39	89	191	2907	4	16
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),(*,((*,*),((*,*),(*,*)))));	36	88	189	2910	5	64
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),(*,((*,(*,*)),(*,(*,*)))));	36	88	188	2916	4	32
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),((*,*),(*,(*,(*,(*,*))))));	38	88	186	2919	4	16
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),((*,*),(*,((*,*),(*,*)))));	35	87	184	2922	5	64
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),((*,*),((*,*),(*,(*,*)))));	34	86	181	2928	5	32
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),((*,(*,*)),(*,(*,(*,*)))));	34	86	179	2943	4	16
((*,(*,(*,((*,(*,*)),(*,(*,(*,*))))))),((*,(*,*)),((*,*),(*,*))));	31	85	177	2946	5	64
((*,(*,(*,((*,(*,*)),(*,(*,(*,(*,*)))))))),(*,(*,((*,*),(*,*)))));	45	93	221	2568	4	32
((*,(*,(*,((*,(*,*)),(*,(*,(*,(*,*)))))))),(*,((*,*),(*,(*,*)))));	44	92	218	2574	4	16
((*,(*,(*,((*,(*,*)),(*,(*,(*,(*,*)))))))),((*,*),(*,(*,(*,*)))));	43	91	214	2583	4	16
((*,(*,(*,((*,(*,*)),(*,(*,(*,(*,*)))))))),((*,*),((*,*),(*,*))));	40	90	212	2586	5	64
((*,(*,(*,((*,(*,*)),(*,(*,(*,(*,*)))))))),((*,(*,*)),(*,(*,*))));	40	90	211	2592	4	32
((*,(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))))),(*,((*,*),(*,*))));	51	97	259	2118	4	32
((*,(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,*))))))))),((*,*),(*,(*,*))));	50	96	256	2124	4	16
((*,(*,(*,((*,(*,*)),(*,(*,(*,(*,(*,(*,*)))))))))),((*,*),(*,*)));	59	103	312	1596	4	32
((*,(*,(*,((*,(*,*)),(*,(*,(*,((*,*),(*,*))))))))),((*,*),(*,*)));	56	102	310	1599	5	128
((*,(*,(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))))),(*,((*,*),(*,*))));	48	96	257	2121	5	128
((*,(*,(*,((*,(*,*)),(*,(*,((*,*),(*,*)))))))),((*,*),(*,(*,*))));	47	95	254	2127	5	64
((*,(*,(*,((*,(*,*)),(*,(*,((*,*),(*,(*,*))))))))),((*,*),(*,*)));	55	101	307	1605	5	64
((*,(*,(*,((*,(*,*)),(*,((*,*),(*,*))))))),(*,(*,((*,*),(*,*)))));	42	92	219	2571	5	128
((*,(*,(*,((*,(*,*)),(*,((*,*),(*,*))))))),(*,((*,*),(*,(*,*)))));	41	91	216	2577	5	64
((*,(*,(*,((*,(*,*)),(*,((*,*),(*,*))))))),((*,*),(*,(*,(*,*)))));	40	90	212	2586	5	64
((*,(*,(*,((*,(*,*)),(*,((*,*),(*,*))))))),((*,*),((*,*),(*,*))));	37	89	210	2589	6	256
((*,(*,(*,((*,(*,*)),(*,((*,*),(*,*))))))),((*,(*,*)),(*,(*,*))));	37	89	209	2595	5	128
((*,(*,(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))))),(*,((*,*),(*,*))));	47	95	254	2127	5	64
((*,(*,(*,((*,(*,*)),(*,((*,*),(*,(*,*)))))))),((*,*),(*,(*,*))));	46	94	251	2133	5	32
((*,(*,(*,((*,(*,*)),(*,((*,*),(*,(*,(*,*))))))))),((*,*),(*,*)));	54	100	303	1614	5	64
((*,(*,(*,((*,(*,*)),(*,((*,*),((*,*),(*,*)))))))),((*,*),(*,*)));	51	99	301	1617	6	256
((*,(*,(*,((*,(*,*)),(*,((*,(*,*)),(*,(*,*)))))))),((*,*),(*,*)));	51	99	300	1623	5	128
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),(*,(*,((*,*),(*,(*,*))))));	37	89	193	2901	5	64
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),(*,((*,*),(*,(*,(*,*))))));	36	88	189	2910	5	64
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),(*,((*,*),((*,*),(*,*)))));	33	87	187	2913	6	256
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),(*,((*,(*,*)),(*,(*,*)))));	33	87	186	2919	5	128
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),((*,*),(*,(*,(*,(*,*))))));	35	87	184	2922	5	64
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),((*,*),(*,((*,*),(*,*)))));	32	86	182	2925	6	256
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),((*,*),((*,*),(*,(*,*)))));	31	85	179	2931	6	128
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),((*,(*,*)),(*,(*,(*,*)))));	31	85	177	2946	5	64
((*,(*,(*,((*,(*,*)),((*,*),(*,*)))))),((*,(*,*)),((*,*),(*,*))));	28	84	175	2949	6	256
((*,(*,(*,((*,(*,*)),((*,*),(*,(*,*))))))),(*,(*,((*,*),(*,*)))));	41	91	216	2577	5	64
((*,(*,(*,((*,(*,*)),((*,*),(*,(*,*))))))),(*,((*,*),(*,(*,*)))));	40	90	213	2583	5	32
((*,(*,(*,((*,(*,*)),((*,*),(*,(*,*))))))),((*,*),(*,(*,(*,*)))));	39	89	209	2592	5	32
((*,(*,(*,((*,(*,*)),((*,*),(*,(*,*))))))),((*,*),((*,*),(*,*))));	36	88	207	2595	6	128
((*,(*,(*,((*,(*,*)),((*,*),(*,(*,*))))))),((*,(*,*)),(*,(*,*))));	36	88	206	2601	5	64
((*,(*,(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))))),(*,((*,*),(*,*))));	46	94	250	2136	5	64
((*,(*,(*,((*,(*,*)),((*,*),(*,(*,(*,*)))))))),((*,*),(*,(*,*))));	45	93	247	2142	5	32
((*,(*,(*,((*,(*,*)),((*,*),(*,(*,(*,(*,*))))))))),((*,*),(*,*)));	53	99	298	1626	5	64
((*,(*,(*,((*,(*,*)),((*,*),(*,((*,*),(*,*)))))))),((*,*),(*,*)));	50	98	296	1629	6	256
((*,(*,(*,((*,(*,*)),((*,*),((*,*),(*,*))))))),(*,((*,*),(*,*))));	43	93	248	2139	6	256
((*,(*,(*,((*,(*,*)),((*,*),((*,*),(*,*))))))),((*,*),(*,(*,*))));	42	92	245	2145	6	128
((*,(*,(*,((*,(*,*)),((*,*),((*,*),(*,(*,*)))))))),((*,*),(*,*)));	49	97	293	1635	6	128
((*,(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))))),(*,((*,*),(*,*))));	43	93	247	2145	5	128
((*,(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,*))))))),((*,*),(*,(*,*))));	42	92	244	2151	5	64
((*,(*,(*,((*,(*,*)),((*,(*,*)),(*,(*,(*,*)))))))),((*,*),(*,*)));	49	97	291	1650	5	64
((*,(*,(*,((*,(*,*)),((*,(*,*)),((*,*),(*,*))))))),((*,*),(*,*)));	46	96	289	1653	6	256
((*,(*,(*,((*,(*,(*,*))),(*,(*,(*,*))))))),(*,(*,((*,*),(*,*)))));	42	92	217	2586	4	64
((*,(*,(*,((*,(*,(*,*))),(*,(*,(*,*))))))),(*,((*,*),(*,(*,*)))));	41	91	214	2592	4	32
((*,(*,(*,((*,(*,(*,*))),(*,(*,(*,*))))))),((*,*),(*,(*,(*,*)))));	40	90	210	2601	4	32
((*,(*,(*,((*,(*,(*,*))),(*,(*,(*,*))))))),((*,*),((*,*),(*,*))));	37	89	208	2604	5	128
((*,(*,(*,((*,(*,(*,*))),(*,(*,(*,*))))))),((*,(*,*)),(*,(*,*))));	37	89	207	2610	4	64
((*,(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))))),(*,((*,*),(*,*))));	47	95	250	2163	4	32
((*,(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,*)))))))),((*,*),(*,(*,*))));	46	94	247	2169	4	16
((*,(*,(*,((*,(*,(*,*))),(*,(*,(*,(*,(*,*))))))))),((*,*),(*,*)));	54	100	297	1677	4	32
((*,(*,(*,((*,(*,(*,*))),(*,(*,((*,*),(*,*)))))))),((*,*),(*,*)));	51	99	295	1680	5	128
((*,(*,(*,((*,(*,(*,*))),(*,((*,*),(*,*))))))),(*,((*,*),(*,*))));	44	94	248	2166	5	128
((*,(*,(*,((*,(*,(*,*))),(*,((*,*),(*,*))))))),((*,*),(*,(*,*))));	43	93	245	2172	5	64
((*,(*,(*,((*,(*,(*,*))),(*,((*,*),(*,(*,*)))))))),((*,*),(*,*)));	50	98	292	1686	5	64
((*,(*,(*,((*,(*,(*,*))),((*,*),(*,*)))))),(*,(*,((*,*),(*,*)))));	39	91	215	2589	5	128
((*,(*,(*,((*,(*,(*,*))),((*,*),(*,*)))))),(*,((*,*),(*,(*,*)))));	38	90	212	2595	5	64
